25_01,"nursery rhyme - ""I'm a little teapot...""",Other
26_01,walk,Walk
26_02,basketball signals,Other
26_03,"nursery rhyme - ""I'm a little teapot...""",Other
26_04,"nursery rhyme - ""I'm a little teapot...""",Other
26_05,Alaska vacation,Other
26_06,Alaska vacation,Other
26_07,nursery rhyme - Cock Robin,Other
26_08,nursery rhyme - Cock Robin,Other
26_09,"bend, pick up",Other
26_10,"bend, lift",Other
26_11,"bend, lift",Other
27_01,walk,Walk
27_02,basketball signals,Other
27_03,"nursery rhyme - ""I'm a little teapot...""",Other
27_04,Alaskan vacation,Other
27_05,nursery rhyme - Cock Robin,Other
27_06,basketball signals,Other
27_07,"nursery rhyme - ""I'm a little teapot...""",Other
27_08,Alaskan vacation,Other
27_09,Alaskan vacation,Other
27_10,nursery rhyme - Cock Robin,Other
27_11,prairie dog (human subject),Other
28_01,basketball signals,Other
28_02,"nursery rhyme - ""I'm a little teapot...""",Other
28_03,Alaskan vacation,Other
28_04,nursery rhyme - Cock Robin,Other
28_05,basketball signals,Other
28_06,"nursery rhyme - ""I'm a little teapot...""",Other
28_07,Alaskan vacation,Other
28_08,nursery rhyme - Cock Robin,Other
28_09,prairie dog (human subject),Other
28_10,whale (human subject),Other
28_11,bear (human subject),Other
28_12,dog (human subject),Other
28_13,snake (human subject),Other
28_14,chicken (human subject),Other
28_15,monkey (human subject),Other
28_16,mouse (human subject),Other
28_17,cat (human subject),Other
28_18,elephant (human subject),Other
28_19,dinosaur (human subject),Other
29_01,walk,Walk
29_02,basketball signals,Other
29_03,"nursery rhyme - ""I'm a little teapot...""",Other
29_04,Alaskan vacation,Other
29_05,Alaskan vacation,Other
29_06,nursery rhyme - Cock Robin,Other
29_07,basketball signals,Other
29_08,"nursery rhyme - ""I'm a little teapot...""",Other
29_09,Alaskan vacation,Other
29_10,nursery rhyme - Cock Robin,Other
29_11,Alaskan vacation,Other
29_12,Alaskan vacation,Other
29_13,Alaskan vacation,Other
29_14,prairie dog (human subject),Other
29_15,whale (human subject),Other
29_16,bear (human subject),Other
29_17,dog (human subject),Other
29_18,cat (human subject),Other
29_19,fish (human subject),Other
29_20,elephant (human subject),Other
29_21,mouse (human subject),Other
29_22,chicken (human subject),Other
29_23,dinosaur (human subject),Other
29_24,snake (human subject),Other
29_25,monkey (human subject),Other
30_01,basketball signals,Other
30_02,"nursery rhyme - ""I'm a little teapot...""",Other
30_03,Alaskan vacation,Other
30_04,Alaskan vacation,Other
30_05,nursery rhyme - Cock Robin,Other
30_06,nursery rhyme - Cock Robin,Other
30_07,basketball signals,Other
30_08,"nursery rhyme - ""I'm a little teapot...""",Other
30_09,Alaskan vacation,Other
30_10,nursery rhyme - Cock Robin,Other
30_11,Alaskan vacation,Other
30_12,Alaskan vacation,Other
30_13,prairie dog (human subject),Other
30_14,whale (human subject),Other
30_15,bear (human subject),Other
30_16,dog (human subject),Other
30_17,cat (human subject),Other
30_18,elephant (human subject),Other
30_19,mouse (human subject),Other
30_20,chicken (human subject),Other
30_21,snake (human subject),Other
30_22,Tyrannosaurus rex (human subject),Other
30_23,monkey (human subject),Other
31_01,basketball signals,Other
31_02,"nursery rhyme - ""I'm a little teapot...""",Other
31_03,Alaskan vacation,Other
31_04,nursery rhyme - Cock Robin,Other
31_05,basketball signals,Other
31_06,"nursery rhyme - ""I'm a little teapot...""",Other
31_07,Alaskan vacation,Other
31_08,nursery rhyme - Cock Robin,Other
31_09,Alaskan vacation,Other
31_10,Alaskan vacation,Other
31_11,prairie dog (human subject),Other
31_12,whale (human subject),Other
31_13,bear (human subject),Other
31_14,dog (human subject),Other
31_15,cat (human subject),Other
31_16,elephant (human subject),Other
31_17,Tyrannosaurus rex (human subject),Other
31_18,mouse (human subject),Other
31_19,chicken (human subject),Other
31_20,snake (human subject),Other
31_21,monkey (human subject),Other
32_01,walk,Walk
32_02,walk,Walk
32_03,basketball signals,Other
32_04,"nursery rhyme - ""I'm a little teapot...""",Other
32_05,Alaskan vacation,Other
32_06,nursery rhyme - Cock Robin,Other
32_07,basketball signals,Other
32_08,"nursery rhyme - ""I'm a little teapot...""",Other
32_09,Alaskan vacation,Other
32_10,nursery rhyme - Cock Robin,Other
32_11,Alaskan vacation,Other
32_12,Alaskan vacation,Other
32_13,prairie dog (human subject),Other
32_14,bear (human subject),Other
32_15,dog (human subject),Other
32_16,cat (human subject),Other
32_17,elephant (human subject),Other
32_18,mouse (human subject),Other
32_19,chicken (human subject),Other
32_20,Tyrannosaurus rex (human subject),Other
32_21,snake (human subject),Other
32_22,monkey (human subject),Other
33_01,"football - throw, catch (2 subjects - subject A)",Other
33_02,"football - throw, catch, jump around (2 subjects - subject A)",Other
34_01,"football - throw, catch (2 subjects - subject B)",Other
34_02,"football - throw, catch, jump around (2 subjects - subject B)",Other
35_01,walk,Walk
35_02,walk,Walk
35_03,walk,Walk
35_04,walk,Walk
35_05,walk,Walk
35_06,walk,Walk
35_07,walk,Walk
35_08,walk,Walk
35_09,walk,Walk
35_10,walk,Walk
35_11,walk,Walk
35_12,walk,Walk
35_13,walk,Walk
35_14,walk,Walk
35_15,walk,Walk
35_16,walk,Walk
35_17,run/jog,Run
35_18,run/jog,Run
35_19,run/jog,Run
35_20,run/jog,Run
35_21,run/jog,Run
35_22,run/jog,Run
35_23,run/jog,Run
35_24,run/jog,Run
35_25,run/jog,Run
35_26,run/jog,Run
35_27,navigate around obstacles,Other
35_28,walk,Walk
35_29,walk,Walk
35_30,walk,Walk
35_31,walk,Walk
35_32,walk,Walk
35_33,walk,Walk
35_34,walk,Walk
36_01,walk on uneven terrain,Walk
36_02,"walk forward, turn around, walk back",Walk
36_03,"walk forward, turn around, walk back",Walk
36_04,walk on uneven terrain,Walk
36_05,walk on uneven terrain,Walk
36_06,walk on uneven terrain,Walk
36_07,walk on uneven terrain,Walk
36_08,walk on uneven terrain,Walk
36_09,"walk forward, turn around, walk back",Walk
36_10,walk on uneven terrain,Walk
36_11,walk on uneven terrain,Walk
36_12,walk on uneven terrain,Walk
36_13,walk on uneven terrain,Walk
36_14,walk on uneven terrain,Walk
36_15,walk on uneven terrain,Walk
36_16,walk on uneven terrain,Walk
36_17,walk on uneven terrain,Walk
36_18,walk on uneven terrain,Walk
36_19,walk on uneven terrain,Walk
36_20,walk on uneven terrain,Walk
36_21,walk on uneven terrain,Walk
36_22,walk on uneven terrain,Walk
36_23,walk on uneven terrain,Walk
36_24,walk on uneven terrain,Walk
36_25,walk on uneven terrain,Walk
36_26,walk on uneven terrain,Walk
36_27,walk on uneven terrain,Walk
36_28,walk on uneven terrain,Walk
36_29,walk on uneven terrain,Walk
36_30,walk on uneven terrain,Walk
36_31,walk on uneven terrain,Walk
36_32,walk on uneven terrain,Walk
36_33,walk on uneven terrain,Walk
36_34,walk on uneven terrain,Walk
36_35,walk on uneven terrain,Walk
36_36,walk on uneven terrain,Walk
36_37,jump/hop on uneven terrain,Other
37_01,slow walk,Walk
38_01,walk,Walk
38_02,walk,Walk
38_03,run around in a circle,Run
38_04,"walk around, frequent turns, cyclic walk along a line",Walk
39_01,walk,Walk
39_02,walk,Walk
39_03,walk,Walk
39_04,walk,Walk
39_05,walk,Walk
39_06,walk,Walk
39_07,walk,Walk
39_08,walk,Walk
39_09,walk,Walk
39_10,walk,Walk
39_11,"walk forward, turn around, walk back",Walk
39_12,walk,Walk
39_13,walk,Walk
39_14,walk,Walk
40_02,"navigate - walk forward, backward, on a diagonal",Walk
40_03,"navigate - walk forward, backward, on a diagonal",Walk
40_04,"navigate - walk forward, backward, on a diagonal",Walk
40_05,"navigate - walk forward, backward, on a diagonal",Walk
40_06,"climb, step over, sit on, jump over stepstool",Other
40_07,"climb, step over, jump over stepstool",Other
40_08,"climb, step over, jump over stepstool",Other
40_09,"climb, step over, jump over stepstool",Other
40_10,wait for bus,Other
40_11,wait for bus,Other
40_12,basketball signals,Other
41_02,"navigate - walk forward, backward, sideways, on a diagonal",Walk
41_03,"navigate - walk forward, backward, sideways, on a diagonal",Walk
41_04,"navigate - walk forward, backward, on a diagonal",Walk
41_05,"navigate - walk forward, backward, on a diagonal",Walk
41_06,"navigate - walk forward, backward, on a diagonal",Walk
41_07,"climb, step over, jump over, navigate around stepstool",Other
41_08,"climb, step over, jump over, navigate around stepstool",Other
41_09,"climb, step over, jump over, navigate around stepstool",Other
41_10,basketball signals,Other
41_11,basketball signals,Other
42_01,"stretch - rotate head, shoulders, arms, legs",Other
43_01,walk,Walk
43_02,"playground - grip bar, swing body",Other
43_03,"playground - grip bar, swing body",Other
45_01,walk,Walk
46_01,walk,Walk
47_01,"walk forward, turn around, walk back",Walk
49_01,walk,Walk
49_02,"jump up and down, hop on one foot",Other
49_03,"jump up and down, hop on one foot",Other
49_04,"run, leap",Run
49_05,"run, leap",Run
49_06,cartwheel,Other
49_07,cartwheel,Other
49_08,cartwheels,Other
49_09,"dance - arms held high, side arabesque",Other
49_10,"dance - fold in from side arabesque, curl inwards",Other
49_11,"dance - fold in from side arabesque, curl inwards",Other
49_12,"dance - lean forward, bring back leg forward, arching arms",Other
49_13,"dance - fold in from side arabesque, curl inwards",Other
49_14,"dance - lean forward, bring back leg forward, arching arms",Other
49_15,"static dance pose - folded in, head lowered, leg bent",Other
49_16,"dance - fold in from side arabesque, curl inwards",Other
49_17,"dance - lean forward, bring back leg forward, arching arms",Other
49_18,"balance on one leg, outstretched arms",Other
49_19,"balance on one leg, outstretched arms",Other
49_20,"balance on one leg, outstretched arms",Other
49_21,"acrobatics - spin/twirl, hang on ropes",Other
49_22,"dance - lean back on bent leg, balance, bend elbow by ear",Other
54_01,monkey (human subject),Other
54_02,bear (human subject),Other
54_03,penguin (human subject),Other
54_04,pterosaur (human subject),Other
54_05,pterosaur (human subject),Other
54_06,pterosaur (human subject),Other
54_07,prairie dog (human subject),Other
54_08,roadrunner (human subject),Run
54_09,insect/praying mantis (human subject),Other
54_10,ghost (human subject),Other
54_11,penguin (human subject),Other
54_12,dragon (human subject),Other
54_13,dragon (human subject),Other
54_14,monkey (human subject),Other
54_15,prairie dog (human subject),Other
54_16,superhero,Other
54_17,squirrel (human subject),Other
54_18,squirrel (human subject),Other
54_19,squirrel - robotic like motion (human subject),Other
54_20,"follow path, walk around obstacles",Walk
54_21,"follow path, walk around obstacles",Walk
54_22,"follow path, walk around obstacles",Walk
54_23,monkey (human subject),Other
54_24,hummingbird (human subject),Other
54_25,chicken (human subject),Other
54_26,chicken (human subject),Other
54_27,chicken (human subject),Other
55_01,"dance, whirl",Other
55_02,lambada dance,Other
55_03,genie (human subject),Other
55_04,walk,Walk
55_05,hummingbird (human subject),Other
55_06,chicken (human subject),Other
55_07,chicken (human subject),Other
55_08,monkey (human subject),Other
55_09,monkey (human subject),Other
55_10,hummingbird (human subject),Other
55_11,animal (human subject),Other
55_12,dancing bear (human subject),Other
55_13,insect/praying mantis (human subject),Other
55_14,prairie dog (human subject),Other
55_15,roadrunner (human subject),Run
55_16,panda (human subject),Other
55_17,ghost (human subject),Other
55_18,penguin (human subject),Other
55_19,dragon (human subject),Other
55_20,hippo ballerina (human subject),Other
55_21,pterosaur (human subject),Other
55_22,superhero,Other
55_23,devil,Other
55_24,various animals (human subject),Other
55_25,dancing animal (human subject),Other
55_26,monkey (human subject),Other
55_27,dancing ant (human subject),Other
55_28,monkey/bear (human subject),Other
56_01,walk around,Walk
56_02,"vignettes - fists up, wipe window, yawn, stretch, angrily grab, smash against wall",Other
56_03,"vignettes - fists up, wipe window, yawn, stretch, angrily grab, smash against wall, lift open window, throw punches, skip",Other
56_04,"vignettes - fists up, wipe window, grab, lift open window, throw punches, yawn, stretch, walk, jump",Walk
56_05,"vignettes - walk, drink water, run/jog, jump, wipe window, lift open window, throw punches, yawn, stretch",Walk
56_06,"vignettes - throw punches, grab, skip, yawn, stretch, leap, lift open window, walk, jump/bound",Walk
56_07,"vignettes - yawn, stretch, walk, run/jog, angrily grab, jump, skip, halt",Walk
56_08,"vignettes - lift open window, smash against wall, hop, walk, run/jog, yawn, stretch",Walk
60_01,salsa dance,Other
60_02,salsa dance,Other
60_03,salsa dance,Other
60_04,salsa dance,Other
60_05,salsa dance,Other
60_06,salsa dance,Other
60_07,salsa dance,Other
60_08,salsa dance,Other
60_09,salsa dance,Other
60_10,salsa dance,Other
60_11,salsa dance,Other
60_12,salsa dance,Other
60_13,salsa dance,Other
60_14,salsa dance,Other
60_15,salsa dance,Other
61_01,salsa dance,Other
61_02,salsa dance,Other
61_03,salsa dance,Other
61_04,salsa dance,Other
61_05,salsa dance,Other
61_06,salsa dance,Other
61_07,salsa dance,Other
61_08,salsa dance,Other
61_09,salsa dance,Other
61_10,salsa dance,Other
61_11,salsa dance,Other
61_12,salsa dance,Other
61_13,salsa dance,Other
61_14,salsa dance,Other
61_15,salsa dance,Other
